0,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p1-kojima.txt,3,0.5480769276618958,9,0.19230769574642181,6,0.10576923191547394,4,0.03846153989434242,2,0.028846153989434242,5,0.028846153989434242,7,0.028846153989434242,0,0.01923076994717121,8,0.009615384973585606, 
1,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p1-mau_uyen.txt,2,0.2183908075094223,5,0.16091954708099365,4,0.14942528307437897,3,0.09195402264595032,9,0.09195402264595032,7,0.06896551698446274,8,0.06896551698446274,0,0.05747126415371895,6,0.05747126415371895,1,0.03448275849223137, 
2,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p10-choi.txt,6,0.7040358781814575,8,0.1031390130519867,9,0.053811658173799515,3,0.026905829086899757,2,0.022421523928642273,5,0.022421523928642273,0,0.017937220633029938,1,0.017937220633029938,4,0.017937220633029938,7,0.013452914543449879, 
3,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p100-zhang.txt,5,0.27848100662231445,3,0.19620253145694733,0,0.10759493708610535,2,0.08227848261594772,6,0.08227848261594772,9,0.06962025165557861,7,0.0569620244204998,1,0.050632912665605545,4,0.050632912665605545,8,0.025316456332802773, 
4,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p102-do.txt,7,0.43497759103775024,8,0.14798206090927124,2,0.12556053698062897,0,0.07174888253211975,3,0.05829596519470215,1,0.044843047857284546,6,0.04035874456167221,5,0.03139013424515724,4,0.022421523928642273,9,0.022421523928642273, 
5,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p105-lo.txt,3,0.23404255509376526,1,0.1702127605676651,5,0.12765957415103912,7,0.10638298094272614,8,0.10638298094272614,2,0.08510638028383255,4,0.08510638028383255,0,0.042553190141916275,9,0.042553190141916275, 
6,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p107-tran.txt,5,0.21212121844291687,7,0.1515151560306549,8,0.1515151560306549,0,0.09090909361839294,4,0.09090909361839294,1,0.07575757801532745,6,0.07575757801532745,3,0.06060606241226196,9,0.06060606241226196,2,0.03030303120613098, 
7,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p110-de_silva.txt,7,0.6639344096183777,5,0.0901639312505722,8,0.05737704783678055,0,0.04918032884597778,2,0.04918032884597778,9,0.04098360612988472,1,0.032786883413791656,3,0.008196720853447914,4,0.008196720853447914, 
8,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p113-phan.txt,8,0.21875,2,0.171875,1,0.15625,7,0.15625,4,0.109375,5,0.0625,3,0.046875,9,0.046875,0,0.03125, 
9,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p115-prasad.txt,9,0.38372093439102173,4,0.11627907305955887,8,0.11046511679887772,1,0.08139535039663315,3,0.06976744532585144,2,0.05232558026909828,6,0.05232558026909828,0,0.04651162773370743,7,0.04651162773370743,5,0.040697675198316574, 
10,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p118-fei.txt,4,0.44999998807907104,3,0.08749999850988388,8,0.08749999850988388,9,0.08749999850988388,6,0.07500000298023224,7,0.07500000298023224,0,0.05000000074505806,2,0.05000000074505806,5,0.03750000149011612, 
11,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p120-vu.txt,6,0.46043166518211365,3,0.14388489723205566,1,0.0791366919875145,9,0.0791366919875145,4,0.06474819779396057,8,0.057553958147764206,0,0.04316546767950058,2,0.04316546767950058,7,0.02158273383975029,5,0.007194244768470526, 
12,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p123-nguyen.txt,5,0.3333333432674408,4,0.20000000298023224,2,0.13333334028720856,7,0.13333334028720856,1,0.06666667014360428,3,0.06666667014360428,9,0.06666667014360428, 
13,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p125-nguyen.txt,9,0.5185185074806213,6,0.14814814925193787,3,0.07407407462596893,4,0.07407407462596893,7,0.07407407462596893,2,0.03703703731298447,0,0.018518518656492233,1,0.018518518656492233,5,0.018518518656492233,8,0.018518518656492233, 
14,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p129-manh.txt,9,0.3417721390724182,4,0.27848100662231445,3,0.1139240488409996,6,0.07594936341047287,1,0.06329113990068436,0,0.050632912665605545,2,0.037974681705236435,5,0.025316456332802773,8,0.012658228166401386, 
15,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p129-nguyen.txt,5,0.31578946113586426,8,0.15037593245506287,9,0.10526315867900848,6,0.0827067643404007,1,0.07518796622753143,4,0.060150377452373505,0,0.05263157933950424,2,0.05263157933950424,3,0.05263157933950424,7,0.05263157933950424, 
16,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p13-phuong.txt,5,0.2711864411830902,4,0.20338982343673706,9,0.12711864709854126,3,0.11016949266195297,8,0.08474576473236084,0,0.05932203307747841,6,0.050847455859184265,2,0.033898305147886276,7,0.033898305147886276,1,0.025423727929592133, 
17,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p133-huynh.txt,3,0.2772277295589447,9,0.1782178282737732,4,0.11881188303232193,6,0.11881188303232193,0,0.0891089141368866,8,0.06930693238973618,2,0.049504950642585754,1,0.039603959769010544,5,0.029702970758080482,7,0.029702970758080482, 
18,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p135-huynh.txt,5,0.31168830394744873,1,0.1818181872367859,0,0.16883116960525513,7,0.10389610379934311,8,0.09090909361839294,4,0.07792207598686218,2,0.025974025949835777,6,0.025974025949835777,3,0.012987012974917889, 
19,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p137-huyen.txt,5,0.1756756752729416,7,0.1756756752729416,9,0.14864864945411682,2,0.13513512909412384,3,0.10810811072587967,8,0.09459459781646729,6,0.0810810774564743,4,0.06756756454706192,0,0.013513513840734959, 
20,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p141-nguyen.txt,8,0.5123152732849121,5,0.12807881832122803,3,0.1231527104973793,7,0.054187193512916565,4,0.04926108196377754,0,0.04433497413992882,2,0.03448275849223137,1,0.029556650668382645,9,0.014778325334191322,6,0.009852216579020023, 
21,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p142-cam.txt,9,0.59375,7,0.1458333283662796,4,0.0625,6,0.0625,0,0.0416666679084301,1,0.03125,8,0.03125,3,0.02083333395421505,5,0.010416666977107525, 
22,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p146-cao.txt,4,0.23076923191547394,8,0.23076923191547394,5,0.1538461595773697,0,0.07692307978868484,1,0.07692307978868484,2,0.07692307978868484,7,0.07692307978868484,9,0.07692307978868484, 
23,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p146-ninh.txt,9,0.2666666805744171,6,0.20000000298023224,8,0.1428571492433548,0,0.095238097012043,4,0.07619047909975052,1,0.06666667014360428,2,0.06666667014360428,7,0.03809523954987526,3,0.02857142873108387,5,0.01904761977493763, 
24,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p15-koca.txt,6,0.4193548262119293,4,0.14516128599643707,8,0.11290322244167328,3,0.09677419066429138,9,0.08064515888690948,5,0.04838709533214569,7,0.04838709533214569,0,0.032258063554763794,1,0.016129031777381897, 
25,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p152-kabiri.txt,6,0.5569620132446289,2,0.17721518874168396,0,0.07594936341047287,9,0.050632912665605545,1,0.037974681705236435,4,0.037974681705236435,8,0.037974681705236435,7,0.025316456332802773, 
26,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p152-nguyen.txt,7,0.25882354378700256,8,0.1411764770746231,5,0.12941177189350128,2,0.11764705926179886,0,0.10588235408067703,3,0.07058823853731155,4,0.07058823853731155,1,0.05882352963089943,9,0.0470588244497776, 
27,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p157-ha_duy.txt,6,0.5555555820465088,8,0.10000000149011612,9,0.10000000149011612,0,0.0555555559694767,2,0.0555555559694767,3,0.0555555559694767,4,0.04444444552063942,1,0.011111111380159855,5,0.011111111380159855,7,0.011111111380159855, 
28,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p158-long.txt,7,0.4901960790157318,3,0.12745098769664764,5,0.11764705926179886,8,0.09803921729326248,0,0.0784313753247261,9,0.04901960864663124,4,0.029411764815449715,2,0.009803921915590763, 
29,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p163-tran.txt,5,0.4040403962135315,1,0.17171716690063477,3,0.09090909361839294,9,0.09090909361839294,6,0.08080808073282242,0,0.05050504952669144,4,0.04040404036641121,2,0.03030303120613098,7,0.03030303120613098,8,0.010101010091602802, 
30,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p163-xinh.txt,6,0.6373626589775085,4,0.07692307978868484,5,0.06593406945466995,2,0.05494505539536476,3,0.05494505539536476,0,0.032967034727334976,7,0.032967034727334976,8,0.021978022530674934,9,0.021978022530674934, 
31,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p168-prasad.txt,9,0.37826088070869446,3,0.15217390656471252,6,0.134782612323761,4,0.08260869234800339,8,0.08260869234800339,5,0.052173912525177,0,0.04782608523964882,2,0.03478260710835457,1,0.0260869562625885,7,0.008695651777088642, 
32,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p169-nguyen_thanh.txt,7,0.4431818127632141,0,0.11363636702299118,5,0.09090909361839294,6,0.09090909361839294,2,0.07954545319080353,1,0.06818182021379471,3,0.04545454680919647,8,0.034090910106897354,4,0.022727273404598236,9,0.011363636702299118, 
33,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p174-thang.txt,9,0.31147539615631104,0,0.16393442451953888,4,0.1147540956735611,6,0.1147540956735611,5,0.08196721225976944,7,0.06557376682758331,8,0.06557376682758331,2,0.04918032884597778,1,0.016393441706895828,3,0.016393441706895828, 
34,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p175-kumar.txt,1,0.5527950525283813,7,0.12422360479831696,0,0.08074533939361572,9,0.08074533939361572,2,0.04968944191932678,3,0.03726708143949509,5,0.03726708143949509,8,0.018633540719747543,4,0.012422360479831696,6,0.006211180239915848, 
35,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p179-dao.txt,9,0.22891566157341003,0,0.16867469251155853,1,0.14457830786705017,4,0.1204819306731224,7,0.08433734625577927,3,0.07228915393352509,6,0.0602409653365612,8,0.0602409653365612,2,0.048192769289016724,5,0.012048192322254181, 
36,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p181-huy.txt,1,0.34545454382896423,5,0.145454540848732,7,0.12727272510528564,3,0.1090909093618393,2,0.09090909361839294,0,0.05454545468091965,6,0.05454545468091965,4,0.036363635212183,8,0.0181818176060915,9,0.0181818176060915, 
37,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p184-le-tien.txt,5,0.35664334893226624,8,0.1678321659564972,1,0.10489510744810104,3,0.09090909361839294,9,0.0699300691485405,0,0.06293706595897675,4,0.04895104840397835,7,0.0419580414891243,2,0.03496503457427025,6,0.02097902074456215, 
38,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p187-nguyen.txt,1,0.5714285969734192,5,0.20408163964748383,4,0.06122449040412903,3,0.040816325694322586,9,0.040816325694322586,0,0.020408162847161293,2,0.020408162847161293,6,0.020408162847161293,8,0.020408162847161293, 
39,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p189-phong.txt,9,0.45588234066963196,4,0.20588235557079315,0,0.0882352963089943,5,0.0882352963089943,7,0.07352941483259201,3,0.04411764815449715,6,0.029411764815449715,8,0.014705882407724857, 
40,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p19-nguyen.txt,1,0.5925925970077515,9,0.1111111119389534,3,0.06481481343507767,7,0.06481481343507767,5,0.0555555559694767,8,0.0555555559694767,0,0.03703703731298447,2,0.009259259328246117,4,0.009259259328246117, 
41,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p193-ta.txt,5,0.20512820780277252,7,0.20512820780277252,3,0.1538461595773697,8,0.12820513546466827,9,0.12820513546466827,0,0.10256410390138626,1,0.05128205195069313,2,0.025641025975346565, 
42,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p193-thong.txt,3,0.25,4,0.1538461595773697,5,0.1538461595773697,0,0.13461539149284363,8,0.09615384787321091,7,0.057692307978868484,9,0.057692307978868484,1,0.03846153989434242,2,0.03846153989434242,6,0.01923076994717121, 
43,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p198-luong.txt,1,0.5744680762290955,5,0.08510638028383255,3,0.06382978707551956,7,0.06382978707551956,8,0.06382978707551956,0,0.042553190141916275,4,0.042553190141916275,6,0.042553190141916275,2,0.021276595070958138, 
44,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p198-nguyen_van.txt,4,0.4000000059604645,6,0.11249999701976776,8,0.11249999701976776,9,0.11249999701976776,3,0.10000000149011612,7,0.0625,0,0.05000000074505806,5,0.02500000037252903,1,0.012500000186264515,2,0.012500000186264515, 
45,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p203-hung.txt,5,0.31963470578193665,7,0.1780821979045868,0,0.12328767031431198,1,0.08675798773765564,8,0.06849315017461777,6,0.06392694264650345,2,0.05936073139309883,4,0.05936073139309883,9,0.02283105067908764,3,0.01826483942568302, 
46,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p203-trang.txt,8,0.5920000076293945,6,0.13600000739097595,3,0.09600000083446503,5,0.0560000017285347,9,0.03999999910593033,0,0.03200000151991844,4,0.03200000151991844,7,0.01600000075995922, 
47,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p208-nguyen.txt,3,0.4173228442668915,8,0.19685038924217224,7,0.10236220806837082,4,0.09448818862438202,6,0.05511811003088951,5,0.03937007859349251,2,0.031496062874794006,0,0.023622047156095505,9,0.023622047156095505,1,0.015748031437397003, 
48,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p209-pham.txt,2,0.33195021748542786,1,0.2074688822031021,5,0.1618257313966751,7,0.062240663915872574,8,0.062240663915872574,0,0.0456431545317173,6,0.0456431545317173,9,0.037344399839639664,3,0.029045643284916878,4,0.016597511246800423, 
49,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p21-unalan.txt,6,0.6440678238868713,3,0.10169491171836853,8,0.06779661029577255,5,0.050847455859184265,9,0.050847455859184265,7,0.033898305147886276,1,0.016949152573943138,2,0.016949152573943138,4,0.016949152573943138, 
50,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p214-nguyen.txt,7,0.3239436745643616,0,0.15492957830429077,3,0.09859155118465424,2,0.0845070406794548,4,0.0845070406794548,8,0.0845070406794548,9,0.07042253762483597,6,0.0422535203397274,1,0.028169013559818268,5,0.028169013559818268, 
51,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p214-tran.txt,8,0.3086419701576233,6,0.23456789553165436,3,0.1111111119389534,7,0.08641975373029709,9,0.08641975373029709,5,0.06172839552164078,2,0.03703703731298447,4,0.03703703731298447,0,0.02469135820865631,1,0.012345679104328156, 
52,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p219-anh.txt,5,0.3799999952316284,1,0.30000001192092896,2,0.07999999821186066,6,0.05999999865889549,7,0.05999999865889549,9,0.05999999865889549,3,0.03999999910593033,8,0.019999999552965164, 
53,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p220-nguyen.txt,8,0.6639999747276306,9,0.1120000034570694,2,0.0560000017285347,6,0.03999999910593033,5,0.03200000151991844,4,0.024000000208616257,7,0.024000000208616257,0,0.01600000075995922,1,0.01600000075995922,3,0.01600000075995922, 
54,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p225-van.txt,4,0.6000000238418579,8,0.12142857164144516,9,0.0714285746216774,3,0.04285714402794838,0,0.0357142873108387,7,0.0357142873108387,5,0.02857142873108387,6,0.02857142873108387,2,0.02142857201397419,1,0.014285714365541935, 
55,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p226-quy.txt,2,0.4343434274196625,3,0.1111111119389534,4,0.09090909361839294,7,0.09090909361839294,6,0.08080808073282242,5,0.06060606241226196,8,0.06060606241226196,0,0.04040404036641121,9,0.020202020183205605,1,0.010101010091602802, 
56,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p230-dang.txt,8,0.20270270109176636,0,0.18918919563293457,7,0.1621621549129486,1,0.14864864945411682,3,0.12162162363529205,4,0.054054055362939835,6,0.054054055362939835,9,0.04054053872823715,2,0.013513513840734959,5,0.013513513840734959, 
57,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p232-phung.txt,9,0.20000000298023224,7,0.1473684161901474,2,0.13684210181236267,4,0.13684210181236267,8,0.13684210181236267,6,0.06315789371728897,0,0.05263157933950424,3,0.05263157933950424,5,0.04210526496171951,1,0.031578946858644485, 
58,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p236-nguyen.txt,7,0.4434782564640045,8,0.13913042843341827,6,0.09565217047929764,3,0.08695652335882187,5,0.08695652335882187,0,0.043478261679410934,1,0.043478261679410934,2,0.043478261679410934,4,0.008695651777088642,9,0.008695651777088642, 
59,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p237-quy.txt,2,0.4909090995788574,3,0.12727272510528564,4,0.10000000149011612,9,0.09090909361839294,6,0.06363636255264282,5,0.05454545468091965,0,0.027272727340459824,1,0.0181818176060915,8,0.0181818176060915,7,0.00909090880304575, 
60,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p242-kim.txt,0,0.7731481194496155,7,0.046296294778585434,3,0.03703703731298447,1,0.0347222238779068,8,0.023148147389292717,5,0.02083333395421505,2,0.018518518656492233,4,0.018518518656492233,9,0.016203703358769417,6,0.011574073694646358, 
61,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p242-vo.txt,2,0.4126984179019928,9,0.1746031790971756,6,0.1269841343164444,8,0.1111111119389534,4,0.0793650820851326,1,0.0476190485060215,3,0.01587301678955555,5,0.01587301678955555,7,0.01587301678955555, 
62,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p247-le.txt,7,0.2530120611190796,3,0.1807228922843933,5,0.15662650763988495,1,0.10843373835086823,2,0.09638553857803345,6,0.08433734625577927,8,0.07228915393352509,0,0.024096384644508362,4,0.024096384644508362, 
63,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p248-de_silva.txt,2,0.739534854888916,4,0.04651162773370743,5,0.04651162773370743,6,0.04651162773370743,7,0.03720930218696594,8,0.0325581394135952,3,0.01860465109348297,1,0.013953488320112228,0,0.009302325546741486,9,0.009302325546741486, 
64,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p25-huy.txt,1,0.5,0,0.12790697813034058,5,0.12790697813034058,7,0.09302325546741486,8,0.03488372266292572,9,0.03488372266292572,2,0.023255813866853714,3,0.023255813866853714,6,0.023255813866853714,4,0.011627906933426857, 
65,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p252-chu.txt,1,0.2535211145877838,4,0.19718310236930847,0,0.15492957830429077,7,0.15492957830429077,5,0.09859155118465424,8,0.09859155118465424,3,0.028169013559818268,2,0.014084506779909134, 
66,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p253-quang.txt,6,0.6666666865348816,2,0.08695652335882187,5,0.07246376574039459,0,0.043478261679410934,7,0.043478261679410934,8,0.043478261679410934,3,0.014492753893136978,4,0.014492753893136978,9,0.014492753893136978, 
67,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p258-huynh.txt,9,0.28125,0,0.1458333283662796,4,0.1458333283662796,1,0.1354166716337204,8,0.1041666641831398,7,0.09375,2,0.03125,5,0.03125,3,0.02083333395421505,6,0.010416666977107525, 
68,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p259-pham.txt,6,0.6499999761581421,2,0.10000000149011612,7,0.0625,9,0.05000000074505806,0,0.03750000149011612,4,0.03750000149011612,8,0.03750000149011612,3,0.02500000037252903, 
69,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p264-hanh.txt,7,0.30909091234207153,0,0.1818181872367859,4,0.1818181872367859,5,0.1090909093618393,3,0.05454545468091965,6,0.05454545468091965,8,0.05454545468091965,2,0.036363635212183,9,0.0181818176060915, 
70,file:/D:/Document/thesis/paper/format/ALL paper/bib/output_abs/p265-tuan.txt,6,0.5263158082962036,2,0.12280701845884323,3,0.10526315867900848,7,0.07017543911933899,9,0.07017543911933899,8,0.05263157933950424,1,0.035087719559669495,0,0.017543859779834747, 
